ID,Type,Message,Medical_severity
16128,validation,"** The UK's rescue and relief efforts in Nepal will be boosted with trauma medics, heavy lifting equipment to move aid supplies at Kathmandu airport, and humanitarian experts to help coordinate the international response, International Development Secretary Justine Greening announced today.",0
16155,train,"Samples taken from around the country showed that sewage from Rawalpindi, Lahore, Multan, Karachi, Hyderabad, Sukkur, Quetta and Jacobabad still contained traces of the poliovirus.",0
16201,train,The incident raised Bihar's flood death toll to more than 70.,0
16235,train,"At least 5,687 people were attacked with the disease since the tropical cyclonic storm lashed the coastal upazilas.",0
16242,train,"Many houses in the area were poorly constructed, with wooden roofs that fell on occupants when the quake shook them.",0
16245,train,World Vision staff stationed in Jabouri immediately reached the mudslide area to offer assistance.,0
16254,train,"The peak for dengue cases is generally during September-end but, due to intermittent rains last month, the temperature got stabilized to about 25 degrees Celsius, conducive to breeding of the aedes mosquito. Aceh Jaya, Indonesia, 28 June -- Mexican delegates from an historic fundraising initiative visited Aceh recently to see how they enabled UNDP and UN-Habitat to help survivors of the 2004 tsunami rebuild their homes. Hola Hospital, used as a referral hospital by surrounding districts, was cut off and has already cost some lives and some manyattas remain marooned by flood waters. It has been snowing heavily and raining since yesterday.",0
16260,train,"Further study was underway to determine the potential role of pollution in the recent outbreak, but preliminary findings had ruled out the idea that toxic algal blooms may have played a role in the deaths, the World Bank statement said.",0
16275,train,"A landslide buried several tents in the northwestern village of Daddar, some 240 kilometers (150 miles) from Peshawar, killing ten people and injuring five, district police officer Waqar Nazir told AFP.",0
16285,train,"MUZAFFARABAD, Pakistan, Nov 1 (Reuters) - Pakistan appealed for antibiotics and painkillers on Tuesday as it raised the toll from last month's devasting earthquake to 57,597 killed and nearly 79,000 injured.",0
16293,train,"Since 15 June, earlier than expected, heavy seasonal rainfall has affected more than 10 Provinces and municipalities, especially those lying along the Yangtze river and its tributaries.",0
16295,train,"Prior to this disaster, we experienced devastating veld fires because we went almost immediately from winter to summer, with virtually no spring. Most of the displaced are living in temporary camps under tarpaulins, which are not appropriate for families, especially children, who will have to face chilly weather conditions very soon. At least 3,500 dead after 6.3-magnitude quake strikes Java's central region. The powerful cyclone smashed into the low-lying Irrawaddy delta, unleashing a storm surge as high as 12 feet, according to Reuters. On the night of 15 to 16 July, a hail storm with strong winds in Labé, middle Guinea, damaged homes and affected 869 households, and destroyed 322 hectares of crops, according to UN and government humanitarian officials just back from an evaluation of the area. Ministry officials said they had been trying to deploy health workers to badly affected areas using two military helicopters, but the aircraft were only of limited use due to the continuing appalling weather conditions, a spokesman said. SHANGHAI, June 15, 2009 (AFP) - At least 14 people were killed and more than 180 others were injured in a severe hail storm that destroyed thousands of homes across eastern China's Anhui province, authorities said Monday. By August 29, kharif crops were sown in 966.25 lakh hectares. Floods triggered by monsoon rains are affecting some 5.4 million people and displaced 1.8 million, according to the agency. SATKORLAK PB East Nusa Tenggara reported that flash floods occurred in Reok Sub-district and landslides hit seven sub-districts, namely Cibal, Wae Ri'I, Lamba Leda, Poco Ranaka, Ruteng, Langke Rembong, and Kota Komba. But the roads that remain along the coast are now in deeper water, the mud remains, the potential for disease increases, and the cold dampness causes people on the margins to be even more vulnerable. A massive earthquake measuring 7.8 on the Richter scale shook Nepal on late Saturday killing and injuring many people. To meet these needs, NRC organised two trainings for 78 male and female primary school teachers in Bajaur and Mohmand Agencies with the objective to enhance the capacity in current teaching-learning approaches, including lesson planning, class room management, dropout prevention, community mobilization and child psychology. In neighbouring Algeria to the east, a massive quake struck the densely populated coastal region with its epicentre near the capital Algiers in May 2003, killing more than 2,300 people and injuring about 10,000. To date, total private contributions from the U.S. to earthquake relief and reconstruction are estimated at $130 million. In the middle and southern part of Zhejiang province, due to the continuous rainfall, the water levels in Qiantang river, Ou river and Feiyun river exceeded the warning line as well as the danger line. (A true drought is usually the result of more than two successive rain failures.). The process of payment of compensation to the affectees has been expedited in order to enable affectees to start construction of their houses in wake of severe cold weather in the Area. The past week brought slight relief in many areas of northern and southern Somalia, with 7-day total rainfall accumulations exceeding 10mm in some locations. BEIJING, Aug 16 (AFP) - Some 200 people are dead or missing following three days of flash flooding that hit central China's Hunan province, officials said Monday. Governments, civil society and humanitarian agencies needed to prepare strategies to cope with the impact of, among others, an increased number of hydro-meteorological disasters, such as hurricanes, cyclones floods and mudslides. These children lived in areas where the quake damaged or destroyed at least 60% of structures. We have also been able to deliver large amounts of shelter, food and hygiene materials to the affected people to help them get through the next few weeks as the rain buckets down.",0
16299,test,"A further 230 were killed on June 23 when a fierce storm hit Karachi, the main city in Sindh.",0
16319,test,"In the latest incident, dozens are believed to have been killed when the lava flows ignited a gas station in Goma, setting off a massive fireball.",0
16336,train,"In the immediate aftermath of natural disasters such as earthquakes and tsunamis, Japan will provide rapid and effective assistance based on the needs of disaster victims and evacuees such as shelter, clothing, food, water, sanitation and health in order to protect their lives and livelihoods and to secure supply of minimum requirements for subsidence.",0
16351,train,"Responding to their SOS, the rescue team including a doctor rushed to the site tiding the flood waters.",0
16376,train,The new phase places emphasis on treatment and care for patients suffering from severe symptoms.,0
16380,train,"Since the earthquake centered on Wenchuan County, Sichuan Province, 84,017 survivors had been rescued from the debris, more than 2.04 million injured hospitalized and 15.1 million people relocated to safe areas.",0
16383,train,The Rotary Club brought in psychiatrists to help children who have been traumatised by the earthquakes and ongoing aftershocks.,0
16385,train,These adverse climatic conditions have been attributed to the El Niño phenomenon.,0
16406,train,"CARE International, the world's third largest aid agency, is warning a serious public health threat could be on the way as the floodwater recedes.",0
16407,train,It will also pilot a community-based rehabilitation model that can be replicated at the national level to serve more people in need of rehabilitative therapy and to better position and prepare China to respond to future disasters.,0
16421,train,The Fund has supported aid activities ranging from immediate emergency response feeding and shelter programs to long-term recovery and specialized rehabilitative care for seniors and persons with disabilities.,0
16438,validation,IMC doctors are seeing many people who are suffering from conjunctivitis and other medical conditions associated with living and sleeping in inadequate shelters and from prolonged exposure to dusty conditions.,0
16461,train,"China planned to parachute troops and supplies into Wenchuan on Tuesday, but later called off the action due to unfavorable weather conditions including thunderstorms and heavy rain.Held in collaboration with hundreds of volunteer organizations worldwide, these activities will range from food donation drives to planting community gardens, cleaning up parks and helping the elderly.He also mentioned projects like children hospital, burn centre and dental college.",0
16477,train,"The disease had been almost eliminated in Java and Bali, with only pockets of malaria risk either in coastal areas of brackish water- or forest-breeding anopheline species, he said.",0
16485,train,"In 2005, Direct Relief provided $201 million in direct aid through medical material assistance and targeted cash grants serving 24 million people in 56 countries worldwide.",0
16491,train,"Across the border in Bangladesh, hundreds have died over the past few weeks during massive flooding, with thousands of people suffering from diarrhoea.",0
16506,train,"A team of 25 trauma-specialist physicians and nurses with International Medical Corps (IMC) will participate in two emergency airlifts this Saturday evening, January 8, to the ""ground zero"" city of Banda Aceh, located at the northern tip of Sumatra, Indonesia.",0
16523,train,EHF is a febrile haemorrhagic illness which causes death in 25-90% of all cases.,0
16533,train,"While a second storm looms over Myanmar's cyclone-ravaged Ayeyarwady Delta, there remains a critical need for food, shelter, medical supplies and water in many of the area's 1,700 villages where UNDP and its implementing partner PACT work.",0
16541,train,The temperature dropped to below -- 8 degrees celcius in the mountains and some relief operations have been constrained by road blockages.,0
16546,train,"- States should be prepared to detect, investigate, and manage Ebola cases; this should include assured access to a qualified diagnostic laboratory for EVD and, where appropriate, the capacity to manage travelers originating from known Ebola-infected area",0
16576,train,"The situation has worsened in the end of January, resulting in deaths from freezing, and destruction of houses by the weight of snow and avalanches.",0
16606,train,"We are afraid of a huge mudslide triggered by heavy rain. In Bela village, Gushta district, 200 families have moved to an adjacent village as a result of the flood threat. On October 31 a massive cyclone hit the state of Orissa in northern India. 11/11/2013 14:58 GMT MOGADISHU, November 11, 2013 (AFP) - At least 100 people are feared dead in a ferocious storm battering Somalia's northeastern Puntland region, the local government said Monday, warning that hundreds more are missing. Sleep was hard to be had in my stilted bamboo hut, as the water swirled below me and the lightning storm flashed through the holes for windows, waking me up to the realities of the climate. Since 22 November 2008, there has been 719.4 mm of rainfall and cyclonic winds up to 80km/hr in the Jaffna Peninsula causing widespread flooding.",0
16611,train,"It was also apprised that PRCS had established over 219 health facilities including hospitals, mobile health units, dispensaries, blood donation centers and ambulance services in AJK and KPK since 2005 earthquake.",0
16613,train,"In the Broghal and Yarkhoon valleys of Chitral District (Northern Areas), some 4000 vulnerable persons are completely cut off and isolated as a result of continuous snowfall since December 2004.",0
16625,train,"Following cyclone Nargis in 2008, UNICEF distributed child survival kits to help treat up to 600,000 episodes of diarrhoea, 300,000 cases of pneumonia and 60,000 cases of post-partum haemorrhage prevention, and 6,200 cases of neonatal sepsis and severe pneumonia.",0
16641,train,"However, concerns remain over the pastoral areas of northern Somalia, southeastern Kenya and northern Tanzania, where no significant rainfall is to be expected until October.",0
16666,train,"Wood units are experiencing termite infestations, creating dust that is causing respiratory problems.",0
16673,train,"The Swiss Ministry for Defence, Civil Protection and Sports is also preparing to send emergency power generators and medicine.",0
16675,train,(d) A snow avalanche in the vicinity of the Salang Tunnel led to the death of two Afghans.,0
16677,train,"In response to the avian influenza outbreak in North Korea, on April 1, 2005, at the request of the UN World Health Organization (WHO), the U.S. provided three test kits for use in North Korea to WHO, which has an expatriate presence in Pyongyang, North Korea.",0
16683,train,The relief effort to Afghanistan's earthquake survivors is being hampered by huge mudslides and powerful aftershocks eight days after the huge earthquake ruined more than 100 villages.,0
16684,train,"However, unseasonal weather means the next few days will expose survivors to even more hardship and increase their potential risk to illness, malnutrition and contaminated water.",0
16696,train,Gidala said the country's weather bureau forecast that the new tropical storm Hudah might hit the southern part of Malawi within 48 hours from Mozambique.,0
16716,train,The drier districts have an annual rainfall deficit.,0
16718,validation,"The Singapore Red Cross will channel the funds collected towards acute emergency relief and recovery assistance for the affected communities and the people who have lost homes and livelihoods,"" he added.",0
16727,train,"OUSSORO/BAHR-EL-GHAZAL, 26 June 2012 (IRIN) - In the outskirts of Moussoro, the main town in the western Chad region of Bahr-el-Ghazal, mothers line up with their babies in the sweltering heat waiting to be screened for malnutrition.",0
16729,test,"WHO, which has been working with Sudan's Health Ministry to stem the outbreak for over two months, said last month the epidemic was cholera, which is spread by a waterborne bacteria, causes severe watery diarrhoea and can lead to death within hours if not treated.",0
16748,validation,Defence Medical Services The Norwegian Defence Medical Services/Military Medical Education and Competence Centre (MUKS) have assisted the civil authorities both with advice and with operational support in connection with the preparation and execution of the medical evacuation tasks.,0
16794,train,"They are exposed to sweltering temperatures, sudden downpours and filthy conditions, making them sitting ducks for infections, aid workers said.",0
16809,test,"The immigrant populations are likely to be highly mobile and could extend into other areas between Tombouctou and Tamesna and in the west between Nioro and Nara, according to where rainfall occurs.",0
16819,test,"We are treating cases of extreme exhaustion, dehydration, and malnutrition which is common among the children, but we do not have any outbreaks of serious disease or epidemics, he said.",0
16831,train,"Emergency relief services began shipping supplies to flood ravaged villages on Friday and hoped to have a full assessment of the damage early next week, a Red Cross programme coordinator in Papua New Guinea, Harm Westdrop, said.",0
16843,train,She knew that her six children will stay fed and healthy throughout the freezing winter.,0
16848,validation,Lutheran World Relief is channeling funds through the Action by Churches Together (ACT) network to ACT member organisations in Indonesia that have begun to assist survivors with medical care and food.,0
16857,train,"MERCY Malaysia's medical and humanitarian relief efforts included the provision of emergency medical relief, primary healthcare, psychosocial intervention, as well as the reconstruction and rehabilitation of medical facilities, homes and orphanages.",0
16866,train,"DEDAYE, Myanmar, May 31, 2008 (AFP) - Myanmar has deployed armed riot police in one of the regions hit hardest by the cyclone, stationing them along a few kilometres (miles) of road leading to the Irrawaddy Delta.",0
16870,train,Rescue workers said the death toll could rise as medical help and emergency food supply could not be reached to all stricken hamlets due to uprooted vegetation and other debris blocking roads.,0
16913,train,"Stress and labour migration continued well into 1999 because early warning mechanisms failed to predict and react timely to the disaster situation and furthermore, another belg rain failure in 1999 further aggravated the food security situation See Guinand, 1999b and Hammond, 1999b.",0
16926,train,"In neighbouring Algeria to the east, a massive quake struck the densely populated coastal region with its epicentre near the capital Algiers in May 2003, killing more than 2,300 people and injuring about 10,000.",0
16932,train,"The WHO and various charities have stepped in to fill the gap left by the weakened authorities, basing their activities in a new but desperately short-staffed ""Ebola Operation Centre"" run jointly with the government.",0
16941,train,"Indonesia suffers frequent quakes, as it lies on an active seismic belt on the so-called Pacific ""Ring of Fire"".",0
16955,train,"While the precipitation may not replenish the drought-affected aquifers, it is thought that the recent rain and snow fall will mean adequate subsoil moisture levels leading to successful cultivation of winter and spring crops.",0
16962,train,"SHANGHAI, June 15, 2009 (AFP) - At least 14 people were killed and more than 180 others were injured in a severe hail storm that destroyed thousands of homes across eastern China's Anhui province, authorities said Monday.",0
16968,validation,"Operation Objective: To meet the urgent needs of some 1,407,500 unassisted and displaced beneficiaries severely affected by the ongoing monsoon season who we re living in their flooded homes, river embankments, roadways and chars through provision of basic food items, family kits, medical services, small scale agricultural support and low cost housing during the rehabilitation phase",0
16976,train,"In Phuket, following the installation of a siren system and distribution of a coastal evacuation plan, there will be a drill on Friday 29 April, to test both the technology and community response.",0
16978,validation,Hong Kong shuttered oil terminals as the monster storm bore down.,0
16986,train,"Once melting of the snow starts, this poses threats to the spread of diseases, infections and soil pollution.",0
17004,train,"For the animal testing, Geisbert and a team infected six rhesus monkeys with the Makona strain of the Zaire species of the Ebola virus that has killed over 10,700 out of some 25,800 people infected in Guinea, Liberia and Sierra Leone since late 2013.",0
17005,train,"The harshest winter weather conditions in nearly 30 years have killed over 800 people, and many others, notably shepherds and their families, have suffered severe frostbite, requiring disabling amputation, according to a recent FAO report.",0
17011,train,"As the true scale of this ""emergency within an emergency"" becomes apparent, and new pockets of the displaced as well as new medical facilities become accessible, International Medical Corps is preparing to join the government of Pakistan and the World Health Organization in deploying emergency medical teams to meet the critical needs of the displaced in Dadu.",0
17013,train,"HANOI, July 27 (AFP) - The death toll from torrential storms that lashed Vietnam's mountainous north last week has risen to 36, but another 17 people are missing and feared dead, officials said Tuesday.",0
17014,train,"As a precaution, antibiotics were administered to 37 patients (100%) to combat potential bacterial infections associated with their gastrointestinal illness.",0
17018,validation,"For example in Australia the NSWRU has organised a charity sevens tournament, the NZRFU is raising funds at the Wellington Sevens and the RFU is donating proceeds from ticket sales for the England versus France Six Nations match. The southwestern monsoon arrived early in north east India and reports of flooding in the State of Assam started coming in by late June. The bacteria leptospira spp. River levels are expected to stay high or rise further in the coming days with more heavy rain predicted. Before the recent snowfall, relief workers had taken advantage of unseasonably warm weather to distribute nearly 500 all-weather tents to areas below 5,300 feet in elevation, and disseminate 12-foot-long pieces of corrugated metal that can serve as roofing material for temporary dwellings. Currently every level of government is working on getting electricity restored, after that transport will resume.""",0
17026,train,"Zhang Zuoji, governor of Heilongjiang, has instructed all primary and middle schools in the province to open curricula on emergency evacuation, teaching students the way of preventing and escaping from dangerous situations.",0
17043,train,"In cooperation with communities and local organizations, Mercy Corps is currently focused on long-term recovery programs designed to rebuild and revitalize tsunami-stricken communities.",0
17044,train,"Catholic Medical Mission Board (CMMB) has responded to an urgent request for assistance from its partners in India, where a devastating earthquake measuring 7.9 on the Richter Scale struck the whole of Western and parts of Northern India at 8:45 a.m. January 26.",0
17053,train,"Several areas in the northern and southern parts of South Asia have been reeling under an intense heat wave that has so far claimed more than 1,900 lives across India and 40 in Bangladesh.",0
17062,train,WHO distributed anti-leishmania drugs to the malaria unit of Faizabad hospital.,0
17107,train,"Highly unpredictable rains, periodic droughts, locust infestations and unsustainable farming practices negatively affect cereal production across the country.",0
17110,train,"Troops were called in to aid rescue work on Saturday after heavy monsoon rains lashed southern Pakistan leaving more than 50,000 people stranded, Pakistan Army spokesman Colonel Mohammad Idrees told dpa.",0
17118,validation,"The relief group is appealing for donations of funds from the public and corporate donations in bulk of health care materials, water purification supplies and food supplements which it will ship to the region from its base in the Port of Los Angeles.",0
17126,train,"According to www.meteoalarm.eu, many countries have issued heat advisories and alerts for Friday and Saturday, including the maximum red alert for Switzerland and western Poland and amber alerts for much of France.",0
17135,train,"They have no access to clean or safe water, toilets, habitable shelter or adequate food, which has prompted concerns about a possible increase in cases of malaria, water-borne diseases and malnutrition.",0
17154,train,The storms left thousands of homeless and widespread flooding -- optimum conditions for the spread of cholera.,0
17164,train,"For the majority of the population, the impact of the disaster will be limited to a period of nervousness about every tremor or perceived tremor felt and the need to repair relatively superficial damage to homes and buildings.",0
17171,train,"By ABDIMALIK HAJIR Hunger stricken families in Garissa County are desperately appealing for relief food, water and medical services from the government and the international aid agencies as drought intensifies and the expected short rains delayed.",0
17180,train,"Hola Hospital, used as a referral hospital by surrounding districts, was cut off and has already cost some lives and some manyattas remain marooned by flood waters.",0
17181,train,A joint FAO/Ministry of Agriculture and Animal Husbandry (MAAH) investigation team reported an outbreak of diseases affecting newborn lambs.,0
17209,test,"January 17, 2006, Islamabad, Pakistan - Direct Relief's extensive experience in providing assistance in the aftermath of earthquakes has shown that reconstructive surgeries, rehabilitation, and assistance with prosthetics and assistive devices emerge as significant long-term challenges for many victims of traumatic injuries.",0
17211,train,"In an environment where fuel was both scarce and exorbitantly expensive and with winter approaching, it also posed a potential health hazard to women (Tanya Power Stevens, cited in Dupree, N. 1998b).",0
17213,train,"The usually-packed streets are almost empty, as residents observe quarantine measures in a bid to halt a particularly severe outbreak of a virus which has killed 2,000 west Africans, half of them in Liberia.",0
17229,test,"On Tuesday, a rainstorm-triggered landslide disrupted traffic on a stretch of national highway in Chongqing.",0
17261,train,"Some 33 people have died over the last two weeks and at least 30,000 families along the principal rivers have been affected, with adverse weather conditions expected to continue until mid-December.",0
17278,validation,"This rapid-response shipment includes critically needed supplies to care for the thousands injured in Saturday's disaster: first-aid supplies, materials for making casts to set broken arms and legs, walkers, canes, crutches, warm weather clothing for hospital patients and hygiene kits.",0
17282,train,"Clinicians have opened 10 clinical practices in prison systems, trained nurse midwives to screen for maternal depression, treated refugees from the Ivory Coast conflict, supported the nation's first mental health consumer organization, worked in Ebola Treatment Units (ETUs) and provided psychosocial supports to individuals and families affected by the Ebola virus.",0
17309,test,It's easy to see how disease could spread like wildfire here.,0
17331,train,"** On December 22 our emergency team opened an outpatient clinic in Tomping camp, where we have since treated more than 7,700 people, typically for diarrheal diseases, respiratory tract infections, and malaria.",0
17338,validation,"Health officials in Ivory Coast say at least 10 people have been infected by dengue fever and one person has died from the illness, which is transmitted by the bite of infected female aedes mosquitoes and is deadly once it develops to haemorrhagic fever.",0
17383,train,"Traffic on NH-31, NH-37, NH- 44 and NH-52 continues to be disrupted due to submergence at various points.",0
17389,test,"Ministry officials said they had been trying to deploy health workers to badly affected areas using two military helicopters, but the aircraft were only of limited use due to the continuing appalling weather conditions, a spokesman said.",0
17396,train,"The Government of Indonesia is already stretched from various natural disasters, including the imminent eruption of Mt Merapi, and has limited resources to respond to this emergency. He said atrocious weather in the north of the country could increase the chances of pneumonia and polluted water supplies increased the risk of waterborne diseases. The quakes flattened hundreds of houses, cracked more than 1,000 roads and triggered 11 fires, police and municipal officials said. KATHMANDU, Aug 22 (AFP) - Police and soldiers have reached a remote Nepalese village where up to 100 people are feared buried under a mudslide triggered by lashing monsoon rains, state radio said Thursday. Chinese Premier Wen Jiabao ordered rescuers to remove barriers and open up roads to the epicenter before 12 p.m. Tuesday after a strong earthquake jolted Southwest China's Sichuan Province Monday afternoon. When the weather worsens and wet weather begins, it is going to prove impossible to pass, he warned, adding that in the winter, bulldozers would be needed to pull the trucks out of the snow.",0
17400,train,"At least 80,000 people were killed and more than 100,000 injured after the powerful quake measuring 7.6 on the Richter scale ripped through Pakistan's North West Frontier Province (NWFP) and Pakistani-administered Kashmir on 8 October.",0
17402,train,"Since then, excessive rains have mitigated the anticipated improvements in food security, especially in the eastern pastoral areas where the adverse impacts of flooding include displacement of households, upsurge in water and vector borne diseases, limited access to markets, impassable roads and loss of life.",0
17411,train,"The project also aims to improve environmental sanitation and personal hygiene through health education awareness campaigns and will benefit 52,000 people in the drought-affected region, located in southern Somalia.",0
17413,train,"2371 medical officers, 615 specialists and 5536 para medics deployed of which 247 specialists, 256 medical officers 2016 para medics deployed in Kachchh.",0
17414,train,"Hospitals and health facilities are in the frontline when floods, hurricanes, cyclones, and earthquakes strike.",0
17417,train,"Under normal circumstances, the Foundation operates a maternity child health clinic, pediatric clinic, provides free English and computer lessons, and supports micro-enterprise programs These activities have been expanded in response to the tsunami; and, in addition, the Foundation has rebuilt more than 10 new homes for tsunami survivors in the area, all on land that was previously owned by the residents.",0
17430,train,"My youngest son, who is six, has severe stomach cramps and diarrhoea. In the same year Tokyo also unveiled what was billed as the world's first wide-scale quake alert system, designed to give public utilities and citizens a few seconds advance notice before a tremor reaches them. It is important to consider the fact that Ibnat town, being located at the western edge of the wereda and at an altitude of around 2000 meters still part of the highlands which enjoy generally more favourable climatic conditions. Wildfire, deliberate burning - mostly to get pasture grasses regenerated and control animal exo-parasites like ticks, deforestation and bush clearing are major threats to the biodiversity of this unique ecosystem. The floods began in late July in the northwest after exceptionally heavy monsoon rains, expanding rivers that have since swamped eastern Punjab province and Sindh province in the south. Thus far, extreme cold weather conditions have been affecting Thailand since November this year and would likely to continue until mid-February of 2009. The e-mail from Marta Benavides came days after the first, devastating earthquake shook El Salvador on January 13. According to area-wise distribution, 46% area of the country received excess to normal rainfall, 35% deficient rainfall and 19% area received scanty rainfall between September 11 and 17. Because of the widespread public support it received, DEVELOPMENT AND PEACE is also eligible for $11.7 million in matching funds from the Canadian International Development Agency (CIDA). Around 15,000 people fled their homes on Manam Island off PNG's north coast after a series of volcanic explosions in late 2004. The temporary schools are located in the villages of Kareung Ateuh, Keude Unga and Cuenamprong, in the district of Aceh Jaya, and are currently one of the few educational facilities in these areas. But even with people on the ground, Myanmar currently suffers a shortage of the plastic sheeting that is needed get families out of the monsoonal downpours and under cover. Its deadliest eruption occurred in 1930 when more than 1,300 people were killed. Prices are expected to continue climbing as the cold wintery weather continues, JP Morgan Chase, the investment bank, said in its 2011 China Economic Outlook. Fung Wong will be the strongest tropical storm so far this year, and will strike along China's eastern and southern regions with heavy rain and strong winds, according to observatories in Fujian, Guangdong, Zhejiang and Jiangxi provinces. During past 24 hours fairly widespread rainfall with heavy to very heavy rainfall has occurred over Madhya Pradesh, Orissa and Vidarbha. Tharparker district lies in the Great Indian Desert and scattered rain fed agriculture is practiced in some parts. Heavy continuous monsoon rains have inundated the northern provinces of Pakistan. Located on the Eastern coast of Japan, the six nuclear power reactors at Daiichi are boiling water reactors (BWRs). Water purification tablets were distributed and the boiling of water only served as a short term solution. In addition, the heavy unseasonable rains in parts of the country in October and November have damaged crops and led to pre-harvest losses according to preliminary information from the field according to WFP report; this will further affect households' recovery from current acute food insecurity. In Zambia the unusually severe drought has caused severe food shortages. Mountainous terrain, cold weather, and damaged or collapsed infrastructure affect the delivery of humanitarian assistance. These temperatures are perceived as severe cold by the general population, who are used to much warmer weather, even at this time of the year. The OLF has pursued armed opposition since leaving the coalition government in 1993, and has been blamed for insecurity on the roads in eastern Haraghe, now vital for transportation of relief supplies into the Ogaden region. Since 1999, the combination of many causes and the severity of the summer droughts followed by unusually cold temperatures in autumn and then very heavy snowfalls and extremely low temperatures in winter, have given rise to the term multiple dzud"", to describe this complex phenomenon.",0
17436,train,Some examples of types of programs to which OFDA has provided support include: public outreach addressing natural disasters; seismic retrofit demonstration; community-based disaster vulnerability assessment and mitigation planning; support to the development or refinement of national disaster management plans; and medical first response and search and rescue capacity-building.,0
17447,train,"However, I must stress that the United Nations system's efforts to mobilize international assistance to fight the catastrophic fires must continue. The capital recorded the heaviest rainfall for 100 years. The situation from the damage caused by heavy snowfall and rains over the past two weeks is becoming clear as the weather has started improving in southern and western parts of Balochistan. Bangkok (Mizzima) - At least 35 people were killed and 135 were injured according to unofficial estimates following a 5.4 magnitude earthquake which hit Yingjiang in China's Yunnan Province on Thursday afternoon, rescue teams say. Sonny Ugoh, communications director of the sub-regional body, says ECOWAS has expressed concern about the food shortage crisis and will continue to help provide assistance to those affected. Flash floods triggered by torrential monsoon rain during the past 48 hours have claimed over 20 lives in Gujarat. The landslides occurred after a three-hour torrential downpour drenched the area early Sunday. Failed harvests According to UN Food and Agriculture Organization (FAO), two consecutive below-average rainfall seasons have resulted in failed harvests, depletion of grazing resources and significant livestock mortality in the Horn of Africa region. One million inhabitants of Tajikistan face frigid winters without access to electricity, due to power shortages, and rapid increases in electricity and water tariffs fall especially on the poor. Rains in Mozambique triggered flash floods in parts of Malawi's resort district of Mangochi, destroying over 100 homes, district commissioner Timothy Chirwa told Reuters by telephone. MSF has started measles vaccination campaigns in dozens of makeshift camps where thousands of people have gathered after fleeing the exceptional drought and the violence in other parts of the country. With the severest heatwave in Russia in decades impacting areas as diverse as sales of anti-pollution masks and agricultural yields, Prime Minister Vladimir Putin dramatically banned grain exports until December 31. More rains have been forecast in the next few days as the southwest monsoon season, which runs from May to September, hit the island nation. Sumatra lies along the Pacific Ring of Fire"", one of the world's most active seismic faultlines, and is frequently hit by earthquakes.",0
17449,test,Many people have been left homeless and face untold hardship compounded by the very cold temperatures currently experienced in the affected areas.,0
17461,train,"Increasingly, we are hearing reports of children below the age of five dying of hunger and exhaustion during the journey.",0
17466,train,"World Vision has mobilised its entire international network to help, both in the relief work across the affected countries and in raising vital funds. Volunteers, many from local Christian Aid partner organisations, used loud speakers, hand-held sirens and hoisted flags to warn remote communities of the approaching storm, which sent a million people fleeing to evacuation centres. To cope with the situation, communities in Buhera District (Manicaland Province) are reportedly illegally selling mopane trees, aggravating deforestation. LUCKNOW: At least 27 people perished in heavy rains lashing large parts of Uttar Pradesh since Sunday evening, pushing the death count in the state this monsoon season to 73. The northern and eastern parts of the country received less rain in the past northeastern monsoon and expect inter monsoonal showers these days. Regarding the media's enquiries about the case of The Association of Chinese Evangelical Ministry, a charitable organisation in Hong Kong, which encountered difficulty in delivering relief materials to Sichuan, the Bureau first learned about the difficulties faced by the association on July 22.",0
17469,test,"The number of the injured and the missing stood at 374,176 and 18,379 respectively after the 8.0-magnitude quake jolted southwestern Sichuan Province and neighboring regions on May 12.",0
17470,train,"Exhausted men and women, holding injured children, sit on the roadside beseeching passing cars for lifts on a road partially blocked by the debris of houses and shops.",0
17483,train,"Today, yam production is under assault from fungal diseases, such as anthracnose that literally turns a field black, along with the yam beetle, nematodes, plant viruses, declining soil fertility and stresses caused by climate change.",0
17485,train,Downer said an AusAID medical team that arrived on Nias Wednesday had treated about 80 patients but told of many more people suffering crush injuries and paralysis from falling debris.,0
17495,train,"* Communicable diseases: Debris and tephra that fall around volcanoes may obstruct rivers and fill in lakes, and unusual flooding and pooling of water can lead to conditions conducive to the spread of endemic infectious diseases.",0
17520,train,"Initially specializing in the provision of medical equipment for public health facilities, FSW was approached by the Ministry of Health and the Moratuwa Municipal Council to replace one of the maternal & child healthcare clinic destroyed by the tsumani.",0
17534,train,Around the middle of February the federal Ministry of Agriculture received the first reports of large forest fires burning out of control in the Borena and Bale administrative zones of Oromiya.,0
17551,train,Infestations of African Migratory Locust (Locusta migratoria capito) slowly increased during 1994 and 1995 in Madagascar but precise details are lacking since very few surveys were carried out.,0
17553,train,The last locust infestation in the Central Asian republic was in 1995 and is expected to reoccur every four to five years.,0
17558,validation,All of the regions nine hospitals are now full and people desperately wait for urgent medical treatment.,0
17573,train,"As the flood waters recede, further outbreaks of disease can be anticipated.",0
17574,train,"Elsewhere in the region, IRC healthcare staff are moving in to provide basic services including treatment for diarrhea, malaria, respiratory infections and dehydration.",0
17575,train,"In response to the reported magnitude 7.6 earthquake near the India-Pakistan border, Direct Relief is preparing an emergency response to health needs with local and international partners in the quake-affected countries.",0
17595,train,"An analysis of the first six Victorians to be admitted to intensive care units with the virus revealed that two previously healthy men, aged 24 and 41, had been hospitalized with severe respiratory illness.",0
